sentence,English Translation ,Sentiment,Source,Index,index
يربّي avril تجنن,Breeding avril is going crazy,Negative,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,-1,1
ارام ,Aram🥺🥺🥺🥺🥺,Neutral,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,0,0
ابغى حد زي جون بحياتي ,I want someone like John in my life 😔✨,Negative,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,-1,1
يعمريي,Oh my god 😭😭😭,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
صاحبه القناه احنا نتفهم انو نامجون يهدي كوك بس الهتر رح تاخذهة بمعنى غير صحيح؟,"The owner of the channel, we understand that Namjoon is guiding Cook, but the hatter will take it in an incorrect sense?",Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
منك لله يا غرامي يا بتاعت حسام,"May Allah punish you my love, you who sold Hossam 😭",Negative,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,-1,1
هل فازوا بالغرامي ولا لا,Did they win the penalty or nah,Neutral,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,0,0
فتحتي جروح. حسبي الله على القرامي,You opened up wounds. Allah suffices me for the Al-Qarami 😭😭,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
تحس نامجون كان حاب ياخد هاي الجائزه وخاصه من اجل الأعضاء كلهم كان,"I feel that Namjoon wanted to win this award, especially for the sake of all the members, they wanted to win, he was very nervous.",Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
اهم شي لبس النظارة.. بس ليش توترو دام عارفين انهم الفائزين,The most important thing is to wear glasses.. But why are you always aware that they are the winners 😂,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
احبه اكثر من البايس  اصلا لازم ما يتوترو لانهم راح يفوزو ,I love him more than the Pais 😭+ They shouldn't be nervous because they will win 😂❤️,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
كمية الحب والمشاعر لاتنتهي بالفيديو ,The amount of love and feelings is endless in the video 😢,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
الله ياخذ الغرامي,God takes away the fallen ones 💔,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
البيبي متوتر,Baby is nervous ❤️,Neutral,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,0,0
نحتاجة,we need to,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
حبيبي,My baby😭,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
رااح ابكي ,I'm going to cry 😢,Negative,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,-1,1
بعيدا عن كل شي ليه نامجون دايم يلبس sunglasses ؟,"Apart from everything, why does Namjoon always wear sunglasses?",Neutral,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,0,0
علشان متوتر مثلا ,"Because I'm nervous, for example 😅",Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
طب شوفي انتي رايحه فين,look where you are going,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
المخرج عاوز كده,The director wants this,Neutral,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,0,0
عايز يخبى تعابير وشه,wants to hide his facial expressions,Neutral,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,0,0
مش كل الناس زيك يروحي ,Not all people are like you my dear ☺️,Neutral,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,0,0
ولده متوتر كيف ما يحس اخواني ,"His boy is nervous, how does he feel brothers 😭😭💗",Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
 عقبال ما نفرح فيكم يارررررررررررررررررب,"😢😢😢😢😢 May we rejoice in you, O Lord",Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
القرامي حاقده عليه,"Al-Qarami, I hate him.",Negative,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,-1,1
فراشات ,Butterflies 😂😂❤️❤️,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
بنات عندي كروب بس للارمي الي تريد تدخل تجيني خاص,"Girls, I have a group only for throwing, if you want to join, send me a private message",Negative,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,-1,1
يالله ماعم ارضى اطلع من حسابك بجننن ,"Oh God, I am not satisfied, I am going to get out of your account 😭😭😭",Neutral,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,0,0
رااح ابكي ,I'm going to cry 😢,Neutral,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,0,0
ابوهمممم نامجونن,Father hmmm Namjoon,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
نامجون كنزنا الثمين ,Namjoon is our precious treasure 😭😭,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
نفسي حدا يمسك ايدي ويشجعني لمن انكسر,I wish someone would hold my hands and encourage me for the broken,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
معليك تاتا معاك,with you Tata with you,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
اي نييد واحد مثله فحياتي ,I need someone like him in my life 😢❤️,Positive,https://www.instagram.com/reel/CjLoWPLjYI-/?utm_source=ig_web_copy_link,1,2
الحنجره الذهبيه ,Golden throat ✨,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
صوته سحرررر,His voice is magic,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
صيحته ذي محد تخطاها ابد,His fame that no one will ever skip,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
اسلوب جويكي ,Jukey style 🤧,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
انته خليتنه مشتعلين ونوب حرقتنه لالا دا كثير كثير والله ,"You set us on fire and you burned us, no, this is too much, I swear 🔥🔥🔥",Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
إسم الاغنيه,Name of the song,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
لو عرفتي رجعوني ,"If you know, take me back 😭💔",Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
اوك,Ok 💗,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
اها شكرا,oh thanks,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
تسلمي,Thank you,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
اني كتبتلك الحفل كلها هههههههههه,I wrote the whole party for you hahahahaha,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
اسم الاغنيه,Song name,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
ارمي صوتوا عند هالحلوة بالستوري بسرعة بليز,Vote for this cutie in the story quickly please,Positive,https://www.instagram.com/reel/CkgcZ6BjVrD/?utm_source=ig_web_copy_link,1,2
الرقصة ,The dance 🔥🔥🔥🔥,Positive,https://www.instagram.com/reel/Ck_QHxpDxjO/?utm_source=ig_web_copy_link,1,2
اسمها,its called,Positive,https://www.instagram.com/reel/CkqVZTqDblo/?utm_source=ig_web_copy_link,1,2
ابد مو مبالغه بس هم فعلا سبيشل,"It is always an exaggeration, but it is really special.
",Negative,https://www.instagram.com/reel/Ck_WDW1AqR2/?utm_source=ig_web_copy_link,-1,1
سو سبيشل ,So special 😭,Positive,https://www.instagram.com/reel/Ck_WDW1AqR2/?utm_source=ig_web_copy_link,1,2
احسهم الراحه بين الضغوط ,I feel comfort between stress 🦋,Positive,https://www.instagram.com/reel/Ck_WDW1AqR2/?utm_source=ig_web_copy_link,1,2
اموت بيهممم,I'm dying by this hmmmm,Positive,https://www.instagram.com/reel/Ck_WDW1AqR2/?utm_source=ig_web_copy_link,1,2
مميزين,Special 😭,Positive,https://www.instagram.com/reel/Ck_WDW1AqR2/?utm_source=ig_web_copy_link,1,2
اي شفتهم,have you seen them,Neutral,https://www.instagram.com/reel/Ck_WDW1AqR2/?utm_source=ig_web_copy_link,0,0
غير,other😍😢❤️,Positive,https://www.instagram.com/reel/Ck_WDW1AqR2/?utm_source=ig_web_copy_link,1,2
بأختصار لأنهم بانقتان ,In a nutshell because they are two ❤️,Positive,https://www.instagram.com/reel/Ck_WDW1AqR2/?utm_source=ig_web_copy_link,1,2
أقصى طموحي اصير ايسكريم ,My greatest ambition is to become an ice cream 💔,Negative,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,-1,1
 ان شاء الله يتحقق,"😂😂😂 God willing, it will come true🌚",Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
يب,Positive,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
احححح ياريت كنت لاسكريم,I wish I was ice cream,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
الصورة الأولى ,The first picture 😭😭😭💔,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
غنبلة مو بشر ,Bomb not human 🔥😩,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
مي تووو,Me tooo,"Positive
",https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
اي تخيل هذا ابو عيالي ,Imagine this is the father of my children 🤰🏻🤰🏻🤰🏻,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
والله ياريت ,I swear I wish 😭,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
#اكسبلور,#explore,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
#كوك,#cook,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
كتييير حبييييت,Katier my love 🥺❤👏,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
عمري الحلو                                                                                             ,my sweet life,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
جونغكوكي ,Jungkookie 😭😭😭❤️❤️❤️ ❤️,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
احلي ختامم ,The best ending 😭😭💗,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
استمري ,Keep going ❤️❤️,Positive,https://www.instagram.com/reel/Ck83gQVAqbS/?utm_source=ig_web_copy_link,1,2
حبيييت ,My love 💓,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
#جيهوب,#jhope,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
مي هصبن,May I be patient,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
هوسووكي ,Hosuke 😔💜,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
حب حياتي ,The love of my life 😔,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
اححس فراااشاتتتت,I feel like butterfliesssssssssssssssssssssss,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
حبييت,i love you,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
جيهوبي ,My jhope 💞💞💞💞💞💞,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
استمري يروحي ,He keeps on going 🥺🥺💕,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
استمرييي ,Keep going 💜💜😭,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
"هووبييي 
",My loveee 😭😭💜,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
هوبييي ,My hubby 😭❤️😭❤️😭❤️,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
املييي ,My hope 😭💜😭,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
لطيييفففف ,Cuteeee 😭,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
عسل عسللللل,Honey honey,Positive,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,1,2
بمووووت ,I'm dying 🥺♥️,Negative,https://www.instagram.com/reel/Ck8sxA0Aldj/?utm_source=ig_web_copy_link,-1,1
مش قادره ,I can't 💔😩😩,Negative,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,-1,1
خفيفة تربيتي ,The light of my upbringing 😂😂,Positive,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,1,2
متت ,im dead 😭,Negative,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,-1,1
البارحه طلعنه استغفرالله يعني يوميه موعد,"Yesterday we went out to ask forgiveness from God, it means we have a date every day",Positive,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,1,2
تخيلي ,Imagine 💔,Positive,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,1,2
احسة يكون افضل اب ,I feel he is the best father 🥺🦋🦋,Positive,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,1,2
افضل اب و افضل زوج ,Best father and best husband 😭😭😭,Positive,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,1,2
شكراً هواي ع الفيديو ,"Thanks for the video, my hobby 💕🥺😭😭",Positive,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,1,2
فدوه ,you are my soul 💕🥺,Positive,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,1,2
تركي ام الموعد وشوفي بشرته ,Leave the mother of the date and see his skin,Positive,https://www.instagram.com/reel/Ck6SSEfA4pz/?utm_source=ig_web_copy_link,1,2
مینیجر غصہ میں آ گیا.,The manager got angry.,Negative,https://www.urdupod101.com/urdu-vocabulary-lists/feeling-sad-learn-the-top-21-words-for-Negative-emotions,-1,1
